,rarespecies_id,eol_content_id,eol_page_id,kingdom,phylum,class,order,family,genus,species,sciName,common,file_name,is_endangered
11,a6ca8369-a94f-416d-8ad4-d04d6473c611,29369182,323726,Animalia,Chordata,Mammalia,Dasyuromorphia,Dasyuridae,Dasyurus,maculatus,Dasyurus maculatus,Tiger Quoll,dataset/Animalia-Chordata-Mammalia-Dasyuromorphia-Dasyuridae-Dasyurus-maculatus/29369182_323726_eol-full-size-copy.jpg,0
12,50beb29b-c7f0-474c-8562-dce68b035708,30053716,912805,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Gyps,coprotheres,Gyps coprotheres,Cape Vulture,dataset/Animalia-Chordata-Aves-Accipitriformes-Accipitridae-Gyps-coprotheres/30053716_912805_eol-full-size-copy.jpg,1
13,fa538ef6-0709-4c39-a85b-12d3e9f7cd09,28264284,46561012,Animalia,Chordata,Chondrichthyes,Myliobatiformes,Myliobatidae,Myliobatis,goodei,Myliobatis goodei,southern eagle ray,dataset/Animalia-Chordata-Chondrichthyes-Myliobatiformes-Myliobatidae-Myliobatis-goodei/28264284_46561012_eol-full-size-copy.jpg,0
14,86f66e77-6967-4559-9cae-50652872fd0a,20599608,45513966,Animalia,Chordata,Aves,Charadriiformes,Glareolidae,Glareola,nordmanni,Glareola nordmanni,Black-winged Pratincole,dataset/Animalia-Chordata-Aves-Charadriiformes-Glareolidae-Glareola-nordmanni/20599608_45513966_eol-full-size-copy.jpg,1
15,a8e04499-9757-408f-80cd-4e508dc3b8f2,22662179,45511624,Animalia,Chordata,Aves,Trogoniformes,Trogonidae,Trogon,bairdii,Trogon bairdii,Baird's Trogon,dataset/Animalia-Chordata-Aves-Trogoniformes-Trogonidae-Trogon-bairdii/22662179_45511624_eol-full-size-copy.jpg,1
16,e09db146-4447-4863-a0cf-23b85c4cf293,29898060,46559814,Animalia,Chordata,Chondrichthyes,Carcharhiniformes,Carcharhinidae,Negaprion,acutidens,Negaprion acutidens,sicklefin lemon shark,dataset/Animalia-Chordata-Chondrichthyes-Carcharhiniformes-Carcharhinidae-Negaprion-acutidens/29898060_46559814_eol-full-size-copy.jpg,0
17,0b31111b-ab31-45a2-b547-0f0a8f212f0a,21780197,45511494,Animalia,Chordata,Aves,Procellariiformes,Diomedeidae,Thalassarche,chrysostoma,Thalassarche chrysostoma,Grey-headed Albatross,dataset/Animalia-Chordata-Aves-Procellariiformes-Diomedeidae-Thalassarche-chrysostoma/21780197_45511494_eol-full-size-copy.jpg,1
18,7a7d7140-b981-4ec5-8a62-34d0d6a54dae,29297287,794627,Animalia,Chordata,Reptilia,Crocodilia,Gavialidae,Gavialis,gangeticus,Gavialis gangeticus,Gavial,dataset/Animalia-Chordata-Reptilia-Crocodilia-Gavialidae-Gavialis-gangeticus/29297287_794627_eol-full-size-copy.jpg,1
19,1654b5d4-1bca-405d-9b83-b4aa569316fb,22743125,1048224,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Notophthalmus,perstriatus,Notophthalmus perstriatus,Striped Newt,dataset/Animalia-Chordata-Amphibia-Caudata-Salamandridae-Notophthalmus-perstriatus/22743125_1048224_eol-full-size-copy.jpg,1
20,b0a7fc8a-07d7-4c79-8745-7b5bc3498e3e,29581893,454868,Animalia,Chordata,Reptilia,Squamata,Iguanidae,Conolophus,pallidus,Conolophus pallidus,Barrington Island Iguana,dataset/Animalia-Chordata-Reptilia-Squamata-Iguanidae-Conolophus-pallidus/29581893_454868_eol-full-size-copy.jpg,1
21,e2e9129f-7c21-41df-b0fe-878476fd7615,2747302,46559311,Animalia,Chordata,Mammalia,Cetacea,Delphinidae,Sotalia,guianensis,Sotalia guianensis,Guiana dolphin,dataset/Animalia-Chordata-Mammalia-Cetacea-Delphinidae-Sotalia-guianensis/2747302_46559311_eol-full-size-copy.jpg,0
22,3387dc4a-4061-4151-ae68-b2fd9bf12d26,29874180,791137,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Phelsuma,standingi,Phelsuma standingi,Banded Day Gecko,dataset/Animalia-Chordata-Reptilia-Squamata-Gekkonidae-Phelsuma-standingi/29874180_791137_eol-full-size-copy.jpg,1
23,293b5a16-16f3-42c5-b7e8-0f01869551f4,22222320,45511297,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Procellaria,parkinsoni,Procellaria parkinsoni,Black Petrel,dataset/Animalia-Chordata-Aves-Procellariiformes-Procellariidae-Procellaria-parkinsoni/22222320_45511297_eol-full-size-copy.jpg,1
24,bbb9891a-1d8d-4a61-ba5e-4a8f7c7389db,29345770,324407,Animalia,Chordata,Mammalia,Primates,Daubentoniidae,Daubentonia,madagascariensis,Daubentonia madagascariensis,Aye-aye,dataset/Animalia-Chordata-Mammalia-Primates-Daubentoniidae-Daubentonia-madagascariensis/29345770_324407_eol-full-size-copy.jpg,1
25,cff23458-3745-43cd-9163-7f9ab5176724,20945955,919473,Animalia,Chordata,Aves,Passeriformes,Pittidae,Pitta,megarhyncha,Pitta megarhyncha,Mangrove Pitta,dataset/Animalia-Chordata-Aves-Passeriformes-Pittidae-Pitta-megarhyncha/20945955_919473_eol-full-size-copy.jpg,0
26,84da5f6f-8847-4350-a208-f1adb38a6d97,22627527,323929,Animalia,Chordata,Mammalia,Primates,Aotidae,Aotus,lemurinus,Aotus lemurinus,Gray-bellied Night Monkey,dataset/Animalia-Chordata-Mammalia-Primates-Aotidae-Aotus-lemurinus/22627527_323929_eol-full-size-copy.jpg,0
27,16b767da-7b35-4f76-8ef7-0835148b760f,29911923,132324,Animalia,Arthropoda,Insecta,Odonata,Platystictidae,Protosticta,sanguinostigma,Protosticta sanguinostigma,red spot reedtail,dataset/Animalia-Arthropoda-Insecta-Odonata-Platystictidae-Protosticta-sanguinostigma/29911923_132324_eol-full-size-copy.jpg,0
28,ad66d8cb-91f2-43ff-af1f-75ab38d2dd28,24577108,46579700,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,Mycteroperca,bonaci,Mycteroperca bonaci,black grouper,dataset/Animalia-Chordata-Actinopterygii-Perciformes-Serranidae-Mycteroperca-bonaci/24577108_46579700_eol-full-size-copy.jpg,0
29,6c362f85-2fc8-4b18-9272-0f7e76ede784,29543412,1018932,Animalia,Chordata,Amphibia,Anura,Rhacophoridae,Rhacophorus,lateralis,Rhacophorus lateralis,winged gliding frog,dataset/Animalia-Chordata-Amphibia-Anura-Rhacophoridae-Rhacophorus-lateralis/29543412_1018932_eol-full-size-copy.jpg,0
30,f2eb1d00-8760-4803-bf7f-431e0faf6a74,28854892,45516469,Animalia,Chordata,Aves,Coraciiformes,Alcedinidae,Halcyon,pileata,Halcyon pileata,Black-capped Kingfisher,dataset/Animalia-Chordata-Aves-Coraciiformes-Alcedinidae-Halcyon-pileata/28854892_45516469_eol-full-size-copy.jpg,0
31,9d8e3640-cdd5-4e04-8e81-4ba4f27dadaa,21390936,1019250,Animalia,Chordata,Amphibia,Anura,Bufonidae,Anaxyrus,californicus,Anaxyrus californicus,Arroyo Toad,dataset/Animalia-Chordata-Amphibia-Anura-Bufonidae-Anaxyrus-californicus/21390936_1019250_eol-full-size-copy.jpg,0
32,4fd8afa3-43ca-41fb-be5e-65b576a38f91,28672122,795859,Animalia,Chordata,Reptilia,Squamata,Dactyloidae,Anolis,cooki,Anolis cooki,Cook's Anole,dataset/Animalia-Chordata-Reptilia-Squamata-Dactyloidae-Anolis-cooki/28672122_795859_eol-full-size-copy.jpg,1
33,32e472b8-722a-4983-8fe5-a0605e330c1b,29856158,485420,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Pheidole,elecebra,Pheidole elecebra,ant,dataset/Animalia-Arthropoda-Insecta-Hymenoptera-Formicidae-Pheidole-elecebra/29856158_485420_eol-full-size-copy.jpg,0
34,3a3af0b2-5e00-472c-909a-f3c82d6886da,20803069,791461,Animalia,Chordata,Reptilia,Squamata,Tropiduridae,Microlophus,bivittatus,Microlophus bivittatus,San Cristobal Lava Lizard,dataset/Animalia-Chordata-Reptilia-Squamata-Tropiduridae-Microlophus-bivittatus/20803069_791461_eol-full-size-copy.jpg,0
35,50aa128d-edfd-4b1e-9384-615d154819d7,22595474,2984563,Animalia,Echinodermata,Holothuroidea,Synallactida,Stichopodidae,Thelenota,ananas,Thelenota ananas,Pineapple Sea Cucumber,dataset/Animalia-Echinodermata-Holothuroidea-Synallactida-Stichopodidae-Thelenota-ananas/22595474_2984563_eol-full-size-copy.jpg,0
36,c6a48abf-92eb-4caf-aa53-602e2fac54f5,28935290,45509477,Animalia,Chordata,Aves,Caprimulgiformes,Caprimulgidae,Antrostomus,vociferus,Antrostomus vociferus,Eastern Whip-poor-will,dataset/Animalia-Chordata-Aves-Caprimulgiformes-Caprimulgidae-Antrostomus-vociferus/28935290_45509477_eol-full-size-copy.jpg,0
37,0d54f9fb-1f40-49e7-8405-b9b9339f883b,22521686,128466,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Trachypithecus,auratus,Trachypithecus auratus,East Javan Langur,dataset/Animalia-Chordata-Mammalia-Primates-Cercopithecidae-Trachypithecus-auratus/22521686_128466_eol-full-size-copy.jpg,1
38,ef7f6c7d-b39d-4e42-9ee4-e055de66e700,21443709,1048403,Animalia,Chordata,Aves,Bucerotiformes,Bucerotidae,Buceros,bicornis,Buceros bicornis,Great Hornbill,dataset/Animalia-Chordata-Aves-Bucerotiformes-Bucerotidae-Buceros-bicornis/21443709_1048403_eol-full-size-copy.jpg,0
39,eeaf84a1-a280-4685-8070-66a844f5550a,28414622,45276545,Animalia,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,Madracis,formosa,Madracis formosa,eight-ray finger coral,dataset/Animalia-Cnidaria-Anthozoa-Scleractinia-Pocilloporidae-Madracis-formosa/28414622_45276545_eol-full-size-copy.jpg,0
40,b410ac82-151e-42e5-9d54-7cbd4f2580a8,29632514,311549,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Cynomys,parvidens,Cynomys parvidens,Utah Prairie Dog,dataset/Animalia-Chordata-Mammalia-Rodentia-Sciuridae-Cynomys-parvidens/29632514_311549_eol-full-size-copy.jpg,1
41,9ff8af91-f167-47c3-b5b3-f2d5af849a7f,29935039,46582216,Animalia,Chordata,Coelacanthi,Coelacanthiformes,Latimeriidae,Latimeria,chalumnae,Latimeria chalumnae,West Indian Ocean coelacanth,dataset/Animalia-Chordata-Coelacanthi-Coelacanthiformes-Latimeriidae-Latimeria-chalumnae/29935039_46582216_eol-full-size-copy.jpg,1
42,bab78f91-457f-493e-b4c7-5198b767aa1a,29321323,326355,Animalia,Chordata,Mammalia,Rodentia,Ctenomyidae,Ctenomys,pearsoni,Ctenomys pearsoni,Pearson's Tuco-tuco,dataset/Animalia-Chordata-Mammalia-Rodentia-Ctenomyidae-Ctenomys-pearsoni/29321323_326355_eol-full-size-copy.jpg,0
43,41f90167-9fb7-4c9c-b9cc-d47a4a3e4875,29897341,328017,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Martes,gwatkinsii,Martes gwatkinsii,Nilgiri Marten,dataset/Animalia-Chordata-Mammalia-Carnivora-Mustelidae-Martes-gwatkinsii/29897341_328017_eol-full-size-copy.jpg,1
44,692d4cd1-e944-44af-a855-c7bfc0c5473f,20080363,46579618,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,Epinephelus,morio,Epinephelus morio,red grouper,dataset/Animalia-Chordata-Actinopterygii-Perciformes-Serranidae-Epinephelus-morio/20080363_46579618_eol-full-size-copy.jpg,0
45,3fe2162b-aca0-400c-854b-b097b46f5457,22595469,2984563,Animalia,Echinodermata,Holothuroidea,Synallactida,Stichopodidae,Thelenota,ananas,Thelenota ananas,Pineapple Sea Cucumber,dataset/Animalia-Echinodermata-Holothuroidea-Synallactida-Stichopodidae-Thelenota-ananas/22595469_2984563_eol-full-size-copy.jpg,0
46,d95e441d-0689-4637-b1c5-5d98755546eb,28332113,45510585,Animalia,Chordata,Aves,Anseriformes,Anatidae,Somateria,fischeri,Somateria fischeri,Spectacled Eider,dataset/Animalia-Chordata-Aves-Anseriformes-Anatidae-Somateria-fischeri/28332113_45510585_eol-full-size-copy.jpg,0
47,8511cb36-ea18-419a-b938-e6316e1855d4,28327228,45276972,Animalia,Cnidaria,Anthozoa,Scleractinia,Euphylliidae,Galaxea,astreata,Galaxea astreata,Octopus Coral,dataset/Animalia-Cnidaria-Anthozoa-Scleractinia-Euphylliidae-Galaxea-astreata/28327228_45276972_eol-full-size-copy.jpg,0
48,ee67ee78-9052-4008-9c93-038f25e534e8,22501893,46561008,Animalia,Chordata,Chondrichthyes,Myliobatiformes,Myliobatidae,Myliobatis,aquila,Myliobatis aquila,spotted eagle ray,dataset/Animalia-Chordata-Chondrichthyes-Myliobatiformes-Myliobatidae-Myliobatis-aquila/22501893_46561008_eol-full-size-copy.jpg,0
49,621034f9-e6bd-46ac-ba76-8f5a50b21748,28882329,1049111,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Thinornis,cucullatus,Thinornis cucullatus,Hooded Dotterel,dataset/Animalia-Chordata-Aves-Charadriiformes-Charadriidae-Thinornis-cucullatus/28882329_1049111_eol-full-size-copy.jpg,1
50,dcf017ca-4291-4209-994d-e5fa825666d7,21211323,4520624,Animalia,Chordata,Reptilia,Testudines,Geoemydidae,Mauremys,reevesii,Mauremys reevesii,Reeves' Turtle,dataset/Animalia-Chordata-Reptilia-Testudines-Geoemydidae-Mauremys-reevesii/21211323_4520624_eol-full-size-copy.jpg,1
51,ba9ab59e-1c53-4398-aedc-6134014b0595,14205834,45511624,Animalia,Chordata,Aves,Trogoniformes,Trogonidae,Trogon,bairdii,Trogon bairdii,Baird's Trogon,dataset/Animalia-Chordata-Aves-Trogoniformes-Trogonidae-Trogon-bairdii/14205834_45511624_eol-full-size-copy.jpg,1
52,ca07345b-4887-4233-9e78-4c3b7103295c,20143617,331381,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Desmognathus,imitator,Desmognathus imitator,Imitator Salamander,dataset/Animalia-Chordata-Amphibia-Caudata-Plethodontidae-Desmognathus-imitator/20143617_331381_eol-full-size-copy.jpg,0
53,ca1b9325-2cd9-4853-80bd-eec323328a7a,20944092,45518794,Animalia,Chordata,Aves,Passeriformes,Bombycillidae,Bombycilla,japonica,Bombycilla japonica,Japanese Waxwing,dataset/Animalia-Chordata-Aves-Passeriformes-Bombycillidae-Bombycilla-japonica/20944092_45518794_eol-full-size-copy.jpg,0
54,b577be73-b1ad-4ddb-a2d0-657253b4c7ee,20769927,1050315,Animalia,Chordata,Aves,Passeriformes,Thraupidae,Certhidea,olivacea,Certhidea olivacea,Green Warbler-Finch,dataset/Animalia-Chordata-Aves-Passeriformes-Thraupidae-Certhidea-olivacea/20769927_1050315_eol-full-size-copy.jpg,0
55,81e2349d-0634-4f34-8b31-384f1d1d81f2,29372149,354871,Animalia,Arthropoda,Insecta,Coleoptera,Cerambycidae,Macrodontia,cervicornis,Macrodontia cervicornis,Giant Jawed Sawyer,dataset/Animalia-Arthropoda-Insecta-Coleoptera-Cerambycidae-Macrodontia-cervicornis/29372149_354871_eol-full-size-copy.jpg,0
56,7f12b4b8-f800-4b54-9d18-b0f671b16b50,22688297,45276507,Animalia,Cnidaria,Anthozoa,Scleractinia,Agariciidae,Pavona,decussata,Pavona decussata,cactus coral,dataset/Animalia-Cnidaria-Anthozoa-Scleractinia-Agariciidae-Pavona-decussata/22688297_45276507_eol-full-size-copy.jpg,0
57,52d2e3a9-2ca7-4c6f-9551-aad6c7a8776f,22121753,791386,Animalia,Chordata,Reptilia,Squamata,Diplodactylidae,Naultinus,stellatus,Naultinus stellatus,Starry Tree Gecko,dataset/Animalia-Chordata-Reptilia-Squamata-Diplodactylidae-Naultinus-stellatus/22121753_791386_eol-full-size-copy.jpg,1
58,6f6a9b69-9e56-4222-9ce3-2463b5d9c0e5,30008669,328695,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Capra,sibirica,Capra sibirica,Siberian ibex,dataset/Animalia-Chordata-Mammalia-Artiodactyla-Bovidae-Capra-sibirica/30008669_328695_eol-full-size-copy.jpg,0
59,e484ca23-704d-4ea9-8aa8-6ec4ca20dccd,29679313,23668991,Animalia,Chordata,Reptilia,Squamata,Dactyloidae,Anolis,monteverde,Anolis monteverde,Puntarenas Anole,dataset/Animalia-Chordata-Reptilia-Squamata-Dactyloidae-Anolis-monteverde/29679313_23668991_eol-full-size-copy.jpg,0
60,7e386d0a-8b4d-4c4c-9ef3-61f4136d5351,21385260,330419,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Pleurodeles,waltl,Pleurodeles waltl,Spanish Newt,dataset/Animalia-Chordata-Amphibia-Caudata-Salamandridae-Pleurodeles-waltl/21385260_330419_eol-full-size-copy.jpg,0
61,434aba4c-a9d9-49a3-9419-eb4412fedbca,30075874,45513870,Animalia,Chordata,Aves,Otidiformes,Otididae,Eupodotis,caerulescens,Eupodotis caerulescens,Blue Korhaan,dataset/Animalia-Chordata-Aves-Otidiformes-Otididae-Eupodotis-caerulescens/30075874_45513870_eol-full-size-copy.jpg,0
62,b08bd214-e22d-41f7-bd5e-423771df1f3a,21744538,1039032,Animalia,Chordata,Amphibia,Caudata,Rhyacotritonidae,Rhyacotriton,cascadae,Rhyacotriton cascadae,Cascade Torrent Salamander,dataset/Animalia-Chordata-Amphibia-Caudata-Rhyacotritonidae-Rhyacotriton-cascadae/21744538_1039032_eol-full-size-copy.jpg,0
63,1f490aec-bea3-4127-9215-0ded8a91598f,29758976,1056984,Animalia,Chordata,Reptilia,Testudines,Carettochelyidae,Carettochelys,insculpta,Carettochelys insculpta,Fly River Turtle,dataset/Animalia-Chordata-Reptilia-Testudines-Carettochelyidae-Carettochelys-insculpta/29758976_1056984_eol-full-size-copy.jpg,1
64,422175de-5d5f-4547-8c4f-7729988a341b,28212067,311183,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Presbytis,melalophos,Presbytis melalophos,Black-crested Sumatran Langur,dataset/Animalia-Chordata-Mammalia-Primates-Cercopithecidae-Presbytis-melalophos/28212067_311183_eol-full-size-copy.jpg,0
65,3df83413-32fe-46e3-a9d8-40badca2ba8b,2702997,211786,Animalia,Chordata,Actinopterygii,Perciformes,Percidae,Etheostoma,lepidum,Etheostoma lepidum,Greenthroat Darter,dataset/Animalia-Chordata-Actinopterygii-Perciformes-Percidae-Etheostoma-lepidum/2702997_211786_eol-full-size-copy.jpg,0
66,d11416e6-866c-4a79-b27c-0154cea6091a,29729623,45276507,Animalia,Cnidaria,Anthozoa,Scleractinia,Agariciidae,Pavona,decussata,Pavona decussata,cactus coral,dataset/Animalia-Cnidaria-Anthozoa-Scleractinia-Agariciidae-Pavona-decussata/29729623_45276507_eol-full-size-copy.jpg,0
67,628831af-c167-4586-997c-43c4b51cd45a,29839851,1055105,Animalia,Chordata,Reptilia,Squamata,Phrynosomatidae,Urosaurus,auriculatus,Urosaurus auriculatus,Socorro Island Tree Lizard,dataset/Animalia-Chordata-Reptilia-Squamata-Phrynosomatidae-Urosaurus-auriculatus/29839851_1055105_eol-full-size-copy.jpg,0
68,3a88bef7-4a43-42d2-9740-820e998a35ab,22755611,46571863,Animalia,Chordata,Actinopterygii,Labriformes,Labridae,Choerodon,schoenleinii,Choerodon schoenleinii,blackspot tuskfish,dataset/Animalia-Chordata-Actinopterygii-Labriformes-Labridae-Choerodon-schoenleinii/22755611_46571863_eol-full-size-copy.jpg,0
69,6e709f7f-5aae-42b5-862e-a2eb93b4e288,14681525,403723,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Pheidole,neokohli,Pheidole neokohli,Pheidole neokohli,dataset/Animalia-Arthropoda-Insecta-Hymenoptera-Formicidae-Pheidole-neokohli/14681525_403723_eol-full-size-copy.jpg,0
70,cc08a69a-83cc-4fbe-b81a-600261e90019,20345314,46579619,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,Epinephelus,polyphekadion,Epinephelus polyphekadion,comouflage grouper,dataset/Animalia-Chordata-Actinopterygii-Perciformes-Serranidae-Epinephelus-polyphekadion/20345314_46579619_eol-full-size-copy.jpg,1
71,ffb245dc-5e58-42f2-a9ad-0a84d97da89f,21461471,45516020,Animalia,Chordata,Aves,Galliformes,Phasianidae,Lophura,swinhoii,Lophura swinhoii,Swinhoe's Pheasant,dataset/Animalia-Chordata-Aves-Galliformes-Phasianidae-Lophura-swinhoii/21461471_45516020_eol-full-size-copy.jpg,1
72,8b383a57-1d99-4a1c-a55c-027dcd9b024a,29528950,1055496,Animalia,Chordata,Reptilia,Squamata,Colubridae,Ptyas,korros,Ptyas korros,Chinese Ratsnake,dataset/Animalia-Chordata-Reptilia-Squamata-Colubridae-Ptyas-korros/29528950_1055496_eol-full-size-copy.jpg,0
73,a224c0bf-2df6-417d-89f4-a8e939905252,21968967,1049373,Animalia,Chordata,Aves,Charadriiformes,Laridae,Chlidonias,albostriatus,Chlidonias albostriatus,Black-fronted Tern,dataset/Animalia-Chordata-Aves-Charadriiformes-Laridae-Chlidonias-albostriatus/21968967_1049373_eol-full-size-copy.jpg,1
74,b6f54734-9158-438f-9393-c0b0a94f3581,2746807,45276959,Animalia,Cnidaria,Anthozoa,Scleractinia,Siderastreidae,Siderastrea,siderea,Siderastrea siderea,Massive Starlet Coral,dataset/Animalia-Cnidaria-Anthozoa-Scleractinia-Siderastreidae-Siderastrea-siderea/2746807_45276959_eol-full-size-copy.jpg,0
75,64d645f2-980c-4336-9b58-ce1588689b77,29581284,1033999,Animalia,Arthropoda,Insecta,Odonata,Gomphidae,Hemigomphus,theischingeri,Hemigomphus theischingeri,Rainforest Vicetail,dataset/Animalia-Arthropoda-Insecta-Odonata-Gomphidae-Hemigomphus-theischingeri/29581284_1033999_eol-full-size-copy.jpg,0
76,bd30abc1-2bbe-4ee9-bed4-d49339be1dfd,14091616,45512084,Animalia,Chordata,Aves,Sphenisciformes,Spheniscidae,Eudyptes,moseleyi,Eudyptes moseleyi,Northern Rockhopper Penguin,dataset/Animalia-Chordata-Aves-Sphenisciformes-Spheniscidae-Eudyptes-moseleyi/14091616_45512084_eol-full-size-copy.jpg,1
77,eaff3c1a-aa8c-4c47-9031-7155debde07e,21361952,1065067,Animalia,Chordata,Aves,Bucerotiformes,Bucerotidae,Berenicornis,comatus,Berenicornis comatus,White-crowned Hornbill,dataset/Animalia-Chordata-Aves-Bucerotiformes-Bucerotidae-Berenicornis-comatus/21361952_1065067_eol-full-size-copy.jpg,1
78,e893cc88-ffcd-4200-a5c9-d70ceedfcce1,22137560,46559756,Animalia,Chordata,Chondrichthyes,Lamniformes,Lamnidae,Lamna,nasus,Lamna nasus,porbeagle,dataset/Animalia-Chordata-Chondrichthyes-Lamniformes-Lamnidae-Lamna-nasus/22137560_46559756_eol-full-size-copy.jpg,1
79,b380aba7-71ef-4931-93db-a9b8d2676bb6,20944394,1065125,Animalia,Chordata,Aves,Anseriformes,Anatidae,Hymenolaimus,malacorhynchos,Hymenolaimus malacorhynchos,Blue Duck,dataset/Animalia-Chordata-Aves-Anseriformes-Anatidae-Hymenolaimus-malacorhynchos/20944394_1065125_eol-full-size-copy.jpg,1
80,cc5cea91-f442-4390-88a1-ffe63add4ee3,8794908,331080,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Oryx,leucoryx,Oryx leucoryx,Arabian oryx,dataset/Animalia-Chordata-Mammalia-Artiodactyla-Bovidae-Oryx-leucoryx/8794908_331080_eol-full-size-copy.jpg,0
81,92da1502-8952-4c25-b20c-a9e7108e4e09,30098480,205909,Animalia,Chordata,Actinopterygii,Acipenseriformes,Acipenseridae,Scaphirhynchus,albus,Scaphirhynchus albus,pallid sturgeon,dataset/Animalia-Chordata-Actinopterygii-Acipenseriformes-Acipenseridae-Scaphirhynchus-albus/30098480_205909_eol-full-size-copy.jpg,1
